City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Sokolo,ML,14.7328,-6.1219,83.88,57,30,11.1,scattered clouds
350,Inta,RU,66.0317,60.1659,47.48,97,100,7.94,light rain
351,Sioux Lookout,CA,50.1001,-91.917,62.44,75,92,4.16,overcast clouds
352,Mezhova,UA,48.2532,36.7347,52.3,62,92,15.32,overcast clouds
353,Adrar,MR,20.5022,-10.0711,88.59,26,68,7.92,broken clouds
354,Edelira,PY,-26.75,-55.2667,67.46,53,0,3.47,clear sky
355,Prince Rupert,CA,54.3161,-130.3201,57.49,70,64,5.95,broken clouds
356,Hammerfest,NO,70.6634,23.6821,43.25,100,75,12.66,broken clouds
357,Okhotsk,RU,59.3833,143.3,44.04,85,100,27.2,moderate rain
358,Geraldton,AU,-28.7667,114.6,57.61,72,75,21.85,broken clouds
359,Tessalit,ML,20.1986,1.0114,91.98,30,77,13.67,broken clouds
360,Trairi,BR,-3.2778,-39.2689,78.12,81,47,11.21,scattered clouds
361,Palafrugell,ES,41.9174,3.1631,59.63,65,40,3.49,scattered clouds
362,Jimenez,MX,28.3333,-105.4,84.52,41,74,2.89,broken clouds
363,Alofi,NU,-19.0595,-169.9187,76.84,78,6,19.13,clear sky
364,East London,ZA,-33.0153,27.9116,59.25,89,100,8.14,moderate rain
365,Torbat-E Jam,IR,35.244,60.6225,67.35,31,0,9.17,clear sky
366,Pombia,IT,45.653,8.6336,59.25,63,0,4.61,clear sky
367,Lorengau,PG,-2.0226,147.2712,84.33,68,34,4.68,scattered clouds
368,Bahia Blanca,AR,-38.7196,-62.2724,52.21,98,100,5.01,moderate rain
369,Aksu,CN,41.1231,80.2644,66.38,42,28,3.76,scattered clouds
370,Bathsheba,BB,13.2167,-59.5167,83.44,76,23,13.4,few clouds
371,Zeya,RU,53.75,127.2667,34.12,75,85,13.89,light snow
372,Sao Filipe,CV,14.8961,-24.4956,78.31,76,31,6.62,scattered clouds
373,Coahuayana,MX,18.7333,-103.6833,76.23,96,100,4.16,overcast clouds
374,Bulgan,MN,48.8125,103.5347,35.04,83,4,2.75,clear sky
375,Port-Gentil,GA,-0.7193,8.7815,76.96,83,40,12.66,scattered clouds
376,Beyneu,KZ,45.3167,55.2,69.76,33,6,9.98,clear sky
377,Gamba,GA,-2.65,10.0,75.11,87,100,6.46,overcast clouds
378,Mount Isa,AU,-20.7333,139.5,80.37,19,25,9.22,scattered clouds
379,Mehamn,NO,71.0357,27.8492,44.55,100,100,16.11,light rain
380,Kameshkovo,RU,56.3481,41.0047,52.86,99,100,6.46,overcast clouds
381,Diego De Almagro,CL,-26.3667,-70.05,58.1,28,0,5.39,clear sky
382,Maniitsoq,GL,65.4167,-52.9,46.06,74,100,10.96,overcast clouds
383,Pimentel,PE,-6.8367,-79.9342,62.89,77,40,19.57,scattered clouds
384,Grand Gaube,MU,-20.0064,57.6608,72.0,71,2,8.99,clear sky
385,Sept-Iles,CA,50.2001,-66.3821,50.49,58,13,9.42,few clouds
386,Shieli,KZ,44.1667,66.75,65.05,26,0,8.9,clear sky
387,Palmer,US,42.1584,-72.3287,77.32,68,75,6.91,broken clouds
388,Khuzhir,RU,53.1939,107.3397,46.45,65,52,1.9,broken clouds
389,Manbij,SY,36.5281,37.9549,73.99,64,0,10.04,clear sky
390,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,41.59,70,0,6.71,clear sky
391,Ibra,OM,22.6906,58.5334,79.75,63,0,2.68,clear sky
392,Inuvik,CA,68.3499,-133.7218,51.82,56,83,13.82,broken clouds
393,Salisbury,GB,51.0693,-1.7957,55.45,77,93,4.61,overcast clouds
394,Roma,US,43.2128,-75.4557,72.09,95,75,3.44,broken clouds
395,Mahebourg,MU,-20.4081,57.7,71.89,73,40,11.5,scattered clouds
396,Atherton,GB,53.5237,-2.4935,56.43,94,72,3.78,broken clouds
397,Benjamin Aceval,PY,-24.9667,-57.5667,80.74,32,49,11.52,scattered clouds
398,Sabang,ID,5.8933,95.3214,82.04,73,100,18.23,overcast clouds
399,Bara,NG,10.3744,10.7288,73.45,94,100,5.88,moderate rain
400,Bilibino,RU,68.0546,166.4372,30.67,77,93,2.53,overcast clouds
401,Mbandaka,CD,0.0487,18.2603,69.94,97,85,2.59,overcast clouds
402,Tiksi,RU,71.6872,128.8694,33.89,66,98,4.21,overcast clouds
403,Tazovskiy,RU,67.4667,78.7,44.1,96,100,11.72,light rain
404,Manggar,ID,-2.8833,108.2667,78.78,82,100,5.82,heavy intensity rain
405,Binzhou,CN,37.3667,118.0167,64.24,64,79,9.89,broken clouds
406,General Roca,AR,-39.0333,-67.5833,44.62,54,100,15.93,light rain
407,Libreville,GA,0.3925,9.4537,76.62,83,100,9.89,overcast clouds
408,Muros,ES,42.7762,-9.0603,72.16,78,100,7.25,overcast clouds
409,Rabo De Peixe,PT,37.8,-25.5833,71.11,83,20,5.75,few clouds
410,Mahanoro,MG,-19.9,48.8,64.92,91,16,3.11,light rain
411,North Bend,US,43.4065,-124.2243,75.24,100,100,5.99,overcast clouds
412,Hurricane,US,37.1753,-113.2899,90.32,13,0,18.07,clear sky
413,Cabedelo,BR,-6.9811,-34.8339,76.51,79,40,14.41,scattered clouds
414,Csurgo,HU,46.2531,17.1006,55.06,70,99,6.38,overcast clouds
415,Teya,RU,60.3778,92.6267,42.37,98,99,4.81,overcast clouds
416,Mao,ES,39.8885,4.2658,63.16,67,20,5.75,few clouds
417,Lampazos De Naranjo,MX,27.0167,-100.5167,92.16,41,26,16.69,scattered clouds
418,Ayan,RU,56.45,138.1667,47.07,86,100,15.21,moderate rain
419,Banda Aceh,ID,5.5577,95.3222,78.67,75,100,11.72,overcast clouds
420,Saint-Pierre,RE,-21.3393,55.4781,71.28,68,0,4.61,clear sky
421,Mogadishu,SO,2.0371,45.3438,76.82,86,83,15.52,broken clouds
422,High Rock,BS,26.6208,-78.2833,83.43,67,99,8.52,overcast clouds
423,Kaduqli,SD,11.0167,29.7167,71.2,82,87,0.72,overcast clouds
424,Young,UY,-32.6833,-57.6333,61.72,85,100,10.07,overcast clouds
425,Cockburn Town,TC,21.4612,-71.1419,83.16,77,12,22.44,few clouds
426,Nicolas Bravo,MX,18.45,-88.9167,84.67,64,20,5.93,few clouds
427,Yulara,AU,-25.2406,130.9889,66.02,25,0,10.07,clear sky
428,Caravelas,BR,-17.7125,-39.2481,69.58,75,30,7.54,scattered clouds
429,Matadi,CD,-5.8167,13.45,76.59,74,98,4.32,overcast clouds
430,Pismo Beach,US,35.1428,-120.6413,76.3,55,100,13.8,overcast clouds
431,Aberystwyth,GB,52.4155,-4.0829,49.71,84,19,3.71,few clouds
432,Mwense,ZM,-10.3845,28.698,76.77,37,55,2.51,broken clouds
433,Burnie,AU,-41.0667,145.9167,56.91,56,72,11.72,broken clouds
434,Hambantota,LK,6.1241,81.1185,78.98,83,100,14.52,overcast clouds
435,Byron Bay,AU,-28.65,153.6167,72.72,39,0,6.04,clear sky
436,Bereda,ES,43.2686,-7.5406,58.57,100,100,4.12,overcast clouds
437,Te Anau,NZ,-45.4167,167.7167,46.67,95,100,1.34,light rain
438,Raudeberg,NO,61.9875,5.1352,48.87,69,75,21.09,broken clouds
439,High Level,CA,58.5169,-117.136,57.88,60,100,8.43,light rain
440,Bardiyah,LY,31.7561,25.0865,76.26,83,0,8.5,clear sky
441,Hadrut,AZ,39.52,47.0318,70.95,54,0,1.05,clear sky
442,Tuatapere,NZ,-46.1333,167.6833,52.14,80,100,6.96,overcast clouds
443,Dubbo,AU,-32.25,148.6167,53.73,82,100,5.75,overcast clouds
444,Belyy Yar,RU,53.6039,91.3903,37.29,93,0,4.47,clear sky
445,Kushiro,JP,42.975,144.3747,67.15,100,75,1.14,fog
446,Innisfail,AU,-17.5333,146.0333,79.5,79,50,4.23,scattered clouds
447,Ingham,US,42.6,-84.3833,80.55,63,0,0.0,clear sky
448,Taoudenni,ML,22.6783,-3.9836,94.15,17,14,9.66,few clouds
449,Balkanabat,TM,39.5108,54.3671,78.75,23,0,11.16,clear sky
450,Valdivia,CL,-39.8142,-73.2459,46.49,92,13,2.26,few clouds
451,Deep River,CA,46.1001,-77.4995,60.94,96,100,5.39,overcast clouds
452,Anadyr,RU,64.75,177.4833,37.9,100,75,8.95,light intensity drizzle rain
453,Podor,MR,16.6527,-14.9587,90.12,38,99,10.42,overcast clouds
454,Sao Fidelis,BR,-21.6461,-41.7469,66.15,78,11,3.22,few clouds
455,Ballina,AU,-28.8667,153.5667,72.79,49,0,7.81,clear sky
456,Tucuman,AR,-26.8241,-65.2226,73.4,31,75,4.61,broken clouds
457,Sestri Levante,IT,44.2732,9.3968,66.81,78,12,4.0,few clouds
458,Aykhal,RU,66.0,111.5,28.56,96,100,5.93,light snow
459,Constitucion,CL,-35.3333,-72.4167,47.21,68,4,13.06,clear sky
460,Mansa,IN,29.9833,75.3833,77.45,66,0,6.29,clear sky
461,Hobyo,SO,5.3505,48.5268,76.3,82,84,23.94,broken clouds
462,Akdagmadeni,TR,39.6603,35.8836,65.75,30,0,4.09,clear sky
463,Agadez,NE,19.75,10.25,90.95,30,62,10.47,broken clouds
464,Ilhabela,BR,-23.7781,-45.3581,64.0,78,10,6.64,clear sky
465,Chapleau,CA,47.8405,-83.4034,61.25,98,100,5.61,overcast clouds
466,Southbridge,US,42.0751,-72.0334,76.68,80,92,4.97,overcast clouds
467,Thinadhoo,MV,0.5333,72.9333,82.13,71,93,7.02,overcast clouds
468,Villa Carlos Paz,AR,-31.4241,-64.4978,60.06,48,19,11.01,few clouds
469,Khanewal,PK,30.3,71.9333,81.68,40,0,6.55,clear sky
470,Cherdyn,RU,60.403,56.4787,46.99,87,100,4.23,overcast clouds
471,Marsh Harbour,BS,26.5412,-77.0636,84.06,66,90,10.85,overcast clouds
472,Ucluelet,CA,48.9329,-125.5528,64.35,53,5,6.78,clear sky
473,Polyarnyy,RU,69.1989,33.4478,46.56,98,100,14.29,light rain
474,Monrovia,LR,6.3005,-10.7969,75.58,82,22,7.27,few clouds
475,Muisne,EC,0.6,-80.0333,73.72,83,98,9.4,overcast clouds
476,Lerwick,GB,60.1545,-1.1494,46.4,71,73,11.63,broken clouds
477,Araxa,BR,-19.5933,-46.9406,71.94,50,82,7.02,broken clouds
478,Kattivakkam,IN,13.2167,80.3167,84.29,72,100,13.29,overcast clouds
479,Athens,GR,37.9795,23.7162,76.15,60,0,6.91,clear sky
480,Mwinilunga,ZM,-11.7358,24.4293,71.73,51,100,4.03,overcast clouds
481,Jacareacanga,BR,-6.2222,-57.7528,74.57,96,71,3.22,broken clouds
482,Falun,SE,60.6036,15.626,50.95,80,93,8.41,overcast clouds
483,Sao Felix Do Xingu,BR,-6.6447,-51.995,82.13,52,56,0.43,broken clouds
484,Soresina,IT,45.2865,9.857,64.83,62,1,4.43,clear sky
485,Nyazepetrovsk,RU,56.0531,59.6028,55.2,97,100,3.87,overcast clouds
486,Nadvoitsy,RU,63.8667,34.3167,47.35,93,79,4.9,broken clouds
487,Gander,CA,48.9682,-54.5906,50.16,61,53,18.99,broken clouds
488,Challakere,IN,14.3167,76.65,70.9,85,100,13.11,overcast clouds
489,Saint-Paul,RE,-21.0096,55.2707,71.71,76,23,4.36,few clouds
490,Cosala,MX,24.4125,-106.6908,84.45,71,99,2.95,overcast clouds
491,Clyde River,CA,70.4692,-68.5914,35.24,87,99,5.75,overcast clouds
492,San Pedro Carcha,GT,15.4833,-90.2667,72.21,78,75,0.0,broken clouds
493,Sri Aman,MY,1.2376,111.4621,73.18,99,91,0.49,overcast clouds
494,Kaeo,NZ,-35.1,173.7833,61.5,90,100,14.27,light rain
495,Quatre Cocos,MU,-20.2078,57.7625,71.71,79,29,14.97,scattered clouds
496,Ambulu,ID,-8.345,113.6058,74.64,87,95,2.62,overcast clouds
497,Karratha,AU,-20.7377,116.8463,68.36,56,0,16.44,clear sky
498,Mastic Beach,US,40.7668,-72.8521,76.69,85,8,20.0,clear sky
499,Votkinsk,RU,57.0486,53.9872,54.77,93,99,8.16,overcast clouds
500,Las Cruces,US,32.3123,-106.7783,82.35,57,75,0.0,moderate rain
501,Kidal,ML,18.4411,1.4078,87.67,44,98,6.71,overcast clouds
502,Viedma,AR,-40.8135,-62.9967,46.13,95,100,22.82,moderate rain
503,Mulhouse,FR,47.6667,7.4167,57.78,62,100,10.36,overcast clouds
504,Broken Hill,AU,-31.95,141.4333,54.41,69,34,8.12,scattered clouds
505,Effingham,US,32.3669,-81.3332,84.63,80,41,8.23,scattered clouds
506,Metro,ID,-5.1131,105.3067,74.52,91,100,4.7,overcast clouds
507,Sechura,PE,-5.5569,-80.8222,70.5,69,12,17.43,few clouds
508,Nang Rong,TH,14.6377,102.7914,74.1,93,100,4.32,overcast clouds
509,Huilong,CN,31.8111,121.655,74.93,71,1,21.88,clear sky
510,Acapulco,MX,16.8634,-99.8901,80.42,83,100,10.36,overcast clouds
511,Saldanha,ZA,-33.0117,17.9442,55.98,69,56,23.85,broken clouds
512,Luderitz,NA,-26.6481,15.1594,51.67,76,0,13.47,clear sky
513,Pizarro,CO,4.9533,-77.366,76.55,88,84,5.88,moderate rain
514,Mayya,RU,61.7333,130.2811,31.32,72,100,8.57,overcast clouds
515,Aginskoye,RU,51.1,114.53,32.54,60,0,2.91,clear sky
516,Flinders,AU,-34.5833,150.8552,63.05,60,66,5.99,broken clouds
517,Honiara,SB,-9.4333,159.95,84.85,72,100,14.14,overcast clouds
518,Almenara,BR,-16.1836,-40.6944,71.37,66,100,2.55,overcast clouds
519,Saurimo,AO,-9.6608,20.3916,66.4,87,80,3.58,light rain
520,Canyon,US,34.9803,-101.9188,92.25,30,0,12.97,clear sky
521,Batagay-Alyta,RU,67.8006,130.4114,27.72,52,16,3.78,few clouds
522,Moree,AU,-29.4667,149.85,63.03,50,0,2.37,clear sky
523,Yerofey Pavlovich,RU,53.9667,121.9667,32.34,52,4,10.31,clear sky
524,Mayumba,GA,-3.432,10.6554,75.09,88,100,7.14,overcast clouds
525,Kungurtug,RU,50.5994,97.5228,34.0,87,7,1.74,clear sky
526,Fuyang,CN,32.9,115.8167,67.6,54,7,9.66,clear sky
527,Feijo,BR,-8.1642,-70.3536,84.88,49,78,3.42,broken clouds
528,La Cruz,MX,23.9167,-106.9,86.07,69,93,7.38,overcast clouds
529,Nouadhibou,MR,20.931,-17.0347,73.78,84,0,21.59,clear sky
530,Tezu,IN,27.9167,96.1667,75.09,94,36,3.67,scattered clouds
531,Bolshaya Sosnova,RU,57.6713,54.6029,53.37,73,100,8.75,overcast clouds
532,Valparaiso,CL,-33.0393,-71.6273,52.03,76,0,9.22,clear sky
533,San Quintin,MX,30.4833,-115.95,71.74,65,0,14.83,clear sky
534,Mapastepec,MX,15.4333,-92.9,80.31,90,98,1.66,overcast clouds
535,Havelock,US,34.8791,-76.9013,80.94,77,72,4.92,broken clouds
536,Camabatela,AO,-8.1881,15.375,61.56,87,39,0.51,scattered clouds
537,Andra,RU,62.5147,65.8878,48.2,83,1,13.51,clear sky
538,Popondetta,PG,-8.7537,148.2534,86.79,54,96,4.09,overcast clouds
539,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,80.83,44,62,6.76,broken clouds
540,Balatonfenyves,HU,46.7154,17.4922,54.91,67,100,3.06,overcast clouds
541,Puerto Escondido,MX,15.85,-97.0667,79.63,57,100,17.27,thunderstorm
542,Rocha,UY,-34.4833,-54.3333,57.54,84,100,9.48,overcast clouds
543,San Juan,AR,-31.5375,-68.5364,56.75,55,25,20.89,scattered clouds
544,Aljezur,PT,37.3191,-8.8033,72.77,83,62,6.98,broken clouds
545,Paamiut,GL,61.994,-49.6678,44.08,93,91,4.03,overcast clouds
546,Salalah,OM,17.0151,54.0924,80.69,89,75,5.75,broken clouds
547,Port Blair,IN,11.6667,92.75,81.7,80,100,17.4,overcast clouds
548,Udaipura,IN,23.0833,78.5,74.52,88,96,3.42,overcast clouds
549,Kirkuk,IQ,35.4681,44.3922,88.99,12,0,6.73,clear sky
550,Hirara,JP,24.8,125.2833,80.85,75,93,19.46,overcast clouds
551,Namatanai,PG,-3.6667,152.4333,82.08,75,93,6.4,moderate rain
552,Lima,PE,-12.0432,-77.0282,65.89,73,100,9.22,overcast clouds
553,Half Moon Bay,US,37.4636,-122.4286,70.18,77,75,23.02,mist
554,Vigrestad,NO,58.5667,5.7,52.59,80,3,16.69,clear sky
555,Hajipur,IN,25.6833,85.2167,80.6,84,97,4.72,overcast clouds
556,Gat,IL,31.61,34.7642,76.41,100,0,2.73,clear sky
557,Vila Franca Do Campo,PT,37.7167,-25.4333,72.01,91,21,3.29,few clouds
558,Seagoville,US,32.6396,-96.5383,95.63,49,0,9.22,clear sky
559,Lesosibirsk,RU,58.2358,92.4828,46.58,77,100,3.83,overcast clouds
560,Hayden,US,47.766,-116.7866,74.44,44,100,1.01,overcast clouds
561,Moranbah,AU,-22.0016,148.0466,78.48,59,0,8.3,clear sky
562,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,95,0,3.44,clear sky
563,Trofors,NO,65.5333,13.4063,44.47,86,100,3.09,overcast clouds
564,Alta Floresta,BR,-9.8756,-56.0861,71.51,92,88,3.29,moderate rain
565,Novyy Urengoy,RU,66.0833,76.6333,48.02,94,100,8.48,light rain
566,Odweyne,SO,9.4092,45.064,77.76,43,61,12.5,broken clouds
567,Abha,SA,18.2164,42.5053,68.25,37,40,8.05,thunderstorm
568,Taitung,TW,22.7583,121.1444,75.47,83,75,4.61,broken clouds
569,Baruun-Urt,MN,46.6806,113.2792,37.47,67,1,7.27,clear sky
570,Licata,IT,37.1071,13.9461,72.23,62,0,4.41,clear sky
571,Yangjiang,CN,21.85,111.9667,79.93,86,63,2.01,broken clouds
572,Kilindoni,TZ,-7.9139,39.6668,75.81,79,43,15.57,scattered clouds
573,Segovia,ES,41.1667,-4.0,63.43,59,84,4.99,broken clouds
574,Ofaqim,IL,31.3141,34.6203,70.72,77,0,4.72,clear sky
575,Otanche,CO,5.6567,-74.1825,68.77,96,82,2.19,broken clouds
576,Ankazoabo,MG,-22.2833,44.5167,67.15,58,25,5.37,scattered clouds
577,Zalantun,CN,48.0,122.7167,43.7,47,3,11.1,clear sky
578,Bocana De Paiwas,NI,12.7857,-85.1227,78.75,89,98,4.23,overcast clouds
579,Miraflores,MX,19.2167,-98.8083,66.87,82,98,1.68,overcast clouds
580,Kununurra,AU,-15.7667,128.7333,75.18,88,12,3.44,few clouds
581,Catabola,AO,-12.15,17.2833,68.97,59,94,9.66,overcast clouds
582,Neiafu,TO,-18.65,-173.9833,77.9,76,86,21.7,overcast clouds
583,Egvekinot,RU,66.3167,-179.1667,36.5,84,100,0.98,overcast clouds
584,Ancud,CL,-41.8697,-73.8203,44.22,79,73,8.84,broken clouds
585,Namwala,ZM,-15.7504,26.4384,72.27,30,11,5.14,few clouds
586,Ivolginsk,RU,51.7492,107.2837,28.06,93,1,4.47,clear sky
587,Colquechaca,BO,-18.6667,-66.0167,46.63,13,21,5.82,few clouds
588,Kristiansund,NO,63.1115,7.732,48.85,81,100,8.05,overcast clouds
589,Port Lincoln,AU,-34.7333,135.8667,53.53,69,0,10.69,clear sky
590,Parana,AR,-31.732,-60.5238,61.57,91,100,7.54,overcast clouds
591,Ormara,PK,25.2088,64.6357,79.32,79,0,3.53,clear sky
592,Buckeye,US,33.3703,-112.5838,104.36,12,0,12.93,clear sky
593,Prince Albert,CA,53.2001,-105.7677,70.38,28,21,14.52,few clouds
594,Matara,LK,5.9485,80.5353,77.61,87,100,9.33,overcast clouds
595,Jinka,ET,5.65,36.65,69.84,53,93,4.21,overcast clouds
596,Bajmok,RS,45.9688,19.4243,51.33,63,39,1.57,scattered clouds
597,Athabasca,CA,54.7169,-113.2854,60.58,59,91,5.1,overcast clouds
598,Muhos,FI,64.808,25.9931,49.78,97,100,6.08,overcast clouds
599,Mikuni,JP,36.2171,136.1519,83.1,64,100,16.08,overcast clouds
600,Roald,NO,62.5833,6.1333,51.75,66,40,11.5,scattered clouds
601,Waling,NP,27.9833,83.7667,68.63,93,38,3.29,scattered clouds
602,Lakes Entrance,AU,-37.8811,147.981,56.16,64,87,19.15,overcast clouds
603,Vikulovo,RU,56.8167,70.6107,57.61,45,99,6.98,overcast clouds
604,Wattegama,LK,6.7989,81.4808,75.88,82,100,5.41,overcast clouds
605,Serrinha,BR,-11.6642,-39.0075,67.42,94,50,9.08,scattered clouds
606,Avera,US,33.194,-82.5271,83.55,62,88,6.24,overcast clouds
607,Letlhakane,BW,-21.4167,25.5833,73.27,21,0,5.59,clear sky
608,Tadine,NC,-21.55,167.8833,76.87,69,4,11.68,clear sky
609,Rwamagana,RW,-1.9487,30.4347,63.84,84,95,2.46,overcast clouds
610,Mehran,IR,33.1222,46.1646,86.02,13,0,4.16,clear sky
611,Bafoulabe,ML,13.8065,-10.8321,75.43,91,97,3.91,light rain
612,Pietroasa,RO,46.5833,22.55,42.21,93,28,2.3,scattered clouds
613,Zaranj,AF,30.9667,61.8833,78.84,24,0,16.26,clear sky
614,Barentu,ER,15.1139,37.5928,73.53,72,77,3.18,broken clouds
615,Mizan Teferi,ET,6.9833,35.5833,59.49,94,96,2.75,overcast clouds
616,Grindavik,IS,63.8424,-22.4338,48.67,87,100,32.21,light rain
617,Itaiba,BR,-8.9475,-37.4228,68.67,85,15,12.33,few clouds
618,Atasu,KZ,48.6814,71.6433,49.51,36,0,7.76,clear sky
619,Nyurba,RU,63.2842,118.3319,30.02,67,97,3.4,overcast clouds
620,Blackwater,AU,-23.5833,148.8833,74.25,68,16,3.58,few clouds
621,Clifton,US,40.8584,-74.1638,81.88,57,40,11.5,scattered clouds
622,Kishi,NG,9.0833,3.85,71.64,97,100,3.98,overcast clouds
623,Pokrovsk,UA,48.282,37.1758,53.8,60,81,16.46,broken clouds
624,Omboue,GA,-1.5746,9.2618,76.14,84,94,7.31,overcast clouds
625,Semey,KZ,50.4111,80.2275,46.27,51,0,7.27,clear sky
626,Davila,PH,18.4726,120.5763,80.82,80,98,11.34,overcast clouds
627,Kitimat,CA,54.0524,-128.6534,67.91,56,45,2.19,scattered clouds
628,Taber,CA,49.8167,-112.1518,72.12,26,100,3.31,overcast clouds
629,Russell,US,32.3502,-85.1999,84.96,48,0,4.61,clear sky
630,Mtwara,TZ,-10.2667,40.1833,73.87,84,34,9.42,scattered clouds
631,Camopi,GF,3.1655,-52.3158,81.36,62,84,5.61,broken clouds
632,Nikolayevka,RU,53.1257,47.2041,66.16,78,31,12.24,scattered clouds
633,Oristano,IT,39.9,8.6,63.41,68,24,4.47,few clouds
634,Kalawit,PH,8.0667,122.5167,79.34,86,59,5.79,broken clouds
635,Kuloy,RU,61.0305,42.4925,46.18,91,62,4.43,broken clouds
636,Pedernales,DO,18.0384,-71.744,83.37,75,61,3.51,broken clouds
637,Grand-Santi,GF,4.25,-54.3833,79.88,61,98,2.68,overcast clouds
638,Shuyskoye,RU,59.3736,41.0305,50.58,91,98,7.38,overcast clouds
639,Sakaiminato,JP,35.55,133.2333,82.27,76,100,28.74,moderate rain
640,Novyy Urgal,RU,51.0736,132.5642,38.7,79,100,11.97,overcast clouds
641,Porosozero,RU,62.7191,32.727,42.17,97,8,2.75,clear sky
642,Bentiu,SS,9.2333,29.8333,72.46,90,63,1.92,broken clouds
643,Wanaraja,ID,-7.1749,107.9808,66.67,97,67,3.85,broken clouds
644,Qasigiannguit,GL,68.8193,-51.1922,37.65,98,100,4.59,overcast clouds
645,Freeport,US,40.6576,-73.5832,82.38,75,0,12.66,clear sky
646,Vanavara,RU,60.34,102.2797,43.63,99,100,5.48,light rain
647,Seydi,TM,39.4816,62.9137,71.73,23,4,8.32,clear sky
648,Qaqortoq,GL,60.7167,-46.0333,46.36,86,97,4.0,overcast clouds
649,Ronne,DK,55.1009,14.7066,48.11,93,20,2.3,few clouds
650,Husavik,IS,66.0449,-17.3389,47.19,75,32,9.26,scattered clouds
651,Kamloops,CA,50.6665,-120.3192,67.75,44,0,1.01,clear sky
652,Humberto De Campos,BR,-2.5983,-43.4611,77.86,81,100,7.94,overcast clouds
653,Medina,SA,24.4686,39.6142,93.63,20,0,9.22,clear sky
654,Baculin,PH,7.4525,126.5842,79.99,78,94,7.47,overcast clouds
655,Yeppoon,AU,-23.1333,150.7333,71.38,75,1,3.4,clear sky
656,Ratnagiri,IN,16.9833,73.3,75.72,86,91,3.09,overcast clouds
657,Nemuro,JP,43.3236,145.575,65.37,100,100,4.92,overcast clouds
658,Las Choapas,MX,17.9333,-94.0833,80.26,90,97,8.16,overcast clouds
659,Emba,KZ,48.8264,58.1442,64.85,26,8,7.27,clear sky
660,Aizkraukle,LV,56.6048,25.2553,46.22,94,100,5.3,overcast clouds
661,Zharkent,KZ,44.1628,80.0,61.74,34,42,3.31,scattered clouds
662,Rudnogorsk,RU,57.2639,103.7519,40.66,86,100,2.57,overcast clouds
663,Nchelenge,ZM,-9.3451,28.734,75.81,69,94,5.44,overcast clouds
664,Bitung,ID,1.4451,125.1824,77.85,82,91,4.47,overcast clouds
665,Riyadh,SA,24.6877,46.7219,85.86,16,0,7.54,clear sky
666,Romitan,UZ,39.9343,64.3814,66.15,37,0,6.91,clear sky
667,Hudson Bay,CA,52.85,-102.3842,71.24,37,24,7.74,few clouds
668,Kailua,US,21.4022,-157.7394,85.48,72,75,12.66,broken clouds
669,Inverness,GB,57.4791,-4.224,50.99,95,100,2.3,overcast clouds
670,Palauig,PH,15.435,119.9045,79.86,82,85,8.72,overcast clouds
671,Nioki,CD,-2.7167,17.6833,72.16,94,99,1.07,overcast clouds
672,Yar-Sale,RU,66.8333,70.8333,45.5,95,100,11.9,overcast clouds
673,Valley,US,45.1277,-116.1262,63.21,52,100,2.28,overcast clouds
674,Margate,GB,51.3813,1.3862,55.87,73,81,5.01,broken clouds
675,Seaford,GB,50.7714,0.1027,56.08,82,82,5.01,broken clouds
676,Ritchie,ZA,-29.038,24.6028,62.83,32,97,7.76,overcast clouds
677,Korla,CN,41.7597,86.1469,67.68,24,24,8.43,few clouds
678,Kabalo,CD,-6.05,26.9167,70.93,89,100,3.11,overcast clouds
679,Diamantino,BR,-14.4086,-56.4461,89.2,33,72,3.0,broken clouds
680,Pochutla,MX,15.7432,-96.4661,75.02,82,50,7.52,scattered clouds
681,Bekovo,RU,52.4663,43.712,70.07,64,93,24.29,overcast clouds
682,Lasa,IT,46.6166,10.7002,43.7,79,62,6.96,broken clouds
683,Puerto Carreno,CO,6.189,-67.4859,81.45,77,85,5.59,overcast clouds
684,Filadelfia,US,39.9523,-75.1638,80.62,52,20,10.36,few clouds
685,Dobre Miasto,PL,53.9867,20.3975,47.97,95,100,10.74,overcast clouds
686,Andenes,NO,69.3143,16.1194,46.38,87,75,29.93,broken clouds
687,Woodward,US,36.4337,-99.3904,94.23,33,0,14.97,clear sky
688,Hervey Bay,AU,-25.2986,152.8535,73.02,82,0,8.99,clear sky
689,Ostrovnoy,RU,68.0531,39.5131,46.94,96,100,6.69,overcast clouds
690,Clinton,US,42.587,-82.9199,81.12,64,75,10.36,broken clouds
691,Normandin,CA,48.8333,-72.5321,48.72,55,78,2.3,broken clouds
692,Dunedin,NZ,-45.8742,170.5036,50.81,83,100,6.33,light rain
693,Papillion,US,41.1544,-96.0422,85.91,67,0,6.91,clear sky
694,Mantua,IT,45.1667,10.7833,63.64,77,4,3.0,clear sky
695,Ojinaga,MX,29.5667,-104.4167,96.57,36,40,13.8,scattered clouds
696,Yonkers,US,40.9312,-73.8988,82.06,55,0,9.22,clear sky
697,Whitehorse,CA,60.7161,-135.0538,56.1,50,11,3.0,few clouds
698,Urumqi,CN,43.801,87.6005,54.55,38,0,4.47,clear sky
