City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Alta Floresta,BR,2022-09-15 04:59:49,-9.8756,-56.0861,78.73,46,81,1.28
293,Teya,RU,2022-09-15 04:59:50,60.3778,92.6267,51.76,56,41,4.07
294,Florianopolis,BR,2022-09-15 04:59:50,-27.6146,-48.5012,61.83,72,0,4.61
295,Tessalit,ML,2022-09-15 04:59:50,20.1986,1.0114,90.66,23,98,4.54
296,Nova Olimpia,BR,2022-09-15 04:59:51,-14.7972,-57.2881,70.48,60,13,7.78
297,Palauig,PH,2022-09-15 04:59:51,15.435,119.9045,84.29,69,22,7.07
298,Victoria Point,AU,2022-09-15 04:59:52,-27.5833,153.3,72.18,70,100,3.0
299,Morrisburg,CA,2022-09-15 04:59:52,44.9001,-75.1826,51.53,74,21,6.62
300,Belaya Gora,RU,2022-09-15 04:59:52,68.5333,146.4167,47.25,46,100,4.61
301,Ballina,AU,2022-09-15 04:59:53,-28.8667,153.5667,68.02,78,100,13.02
302,Novoagansk,RU,2022-09-15 04:59:53,61.9449,76.6625,49.84,76,100,5.82
303,Tarko-Sale,RU,2022-09-15 04:59:54,64.9225,77.785,48.61,77,100,16.69
304,Hofn,IS,2022-09-15 04:59:54,64.2539,-15.2082,44.19,63,58,7.09
305,Marawi,PH,2022-09-15 04:59:54,7.9986,124.2928,77.59,80,76,6.6
306,Katsuura,JP,2022-09-15 04:59:55,35.1333,140.3,75.34,63,94,12.37
307,Byron Bay,AU,2022-09-15 04:47:33,-28.65,153.6167,67.95,69,100,13.47
308,Zastron,ZA,2022-09-15 04:59:55,-30.3023,27.084,52.72,52,0,5.59
309,Solhan,TR,2022-09-15 04:59:56,38.9634,41.0293,64.0,33,0,1.59
310,Puri,IN,2022-09-15 04:59:56,19.8,85.85,88.32,69,100,4.18
311,Lazaro Cardenas,MX,2022-09-15 04:59:56,17.9583,-102.2,78.57,89,100,5.1
312,Lichtenburg,ZA,2022-09-15 04:59:57,-26.152,26.1597,50.97,84,0,10.74
313,Vila Franca Do Campo,PT,2022-09-15 04:51:26,37.7167,-25.4333,77.2,95,95,7.61
314,Olafsvik,IS,2022-09-15 04:57:16,64.8945,-23.7142,45.25,72,1,3.8
315,Kautokeino,NO,2022-09-15 04:59:58,69.0125,23.0412,36.63,100,100,17.81
316,Lorengau,PG,2022-09-15 04:59:58,-2.0226,147.2712,83.26,73,24,10.71
317,Palmeira Das Missoes,BR,2022-09-15 04:59:58,-27.8994,-53.3136,46.96,97,54,8.72
318,Waingapu,ID,2022-09-15 04:59:59,-9.6567,120.2641,87.35,56,34,15.99
319,Imbituba,BR,2022-09-15 04:59:59,-28.24,-48.6703,63.86,92,100,8.88
320,Ketchikan,US,2022-09-15 04:59:59,55.3422,-131.6461,53.64,91,100,4.52
321,Dikson,RU,2022-09-15 05:01:00,73.5069,80.5464,35.31,98,100,21.85
322,Provideniya,RU,2022-09-15 05:01:00,64.3833,-173.3,46.51,100,100,11.18
323,Verkhnyaya Inta,RU,2022-09-15 05:01:01,65.9811,60.3094,51.4,70,70,14.92
324,Rundu,NA,2022-09-15 05:01:02,-17.9333,19.7667,59.47,40,5,5.86
325,Vilyuysk,RU,2022-09-15 05:01:02,63.7553,121.6247,46.94,62,65,10.87
326,Laksham,BD,2022-09-15 05:01:03,23.2472,91.1425,83.66,78,100,12.03
327,Zabaykalsk,RU,2022-09-15 05:01:03,49.6333,117.3167,74.88,32,77,1.23
328,Gualeguaychu,AR,2022-09-15 05:01:04,-33.0094,-58.5172,48.76,72,0,5.99
329,Esso,RU,2022-09-15 05:01:05,55.9333,158.7,43.03,84,100,1.36
330,Ossora,RU,2022-09-15 05:01:05,59.2353,163.0719,48.47,64,81,2.37
331,Mareeba,AU,2022-09-15 04:58:24,-17.0,145.4333,83.44,58,11,10.67
332,Puerto Ayacucho,VE,2022-09-15 05:01:06,5.6639,-67.6236,74.41,92,67,3.24
333,Fortuna,US,2022-09-15 05:01:06,40.5982,-124.1573,58.35,88,79,2.82
334,Lukovetskiy,RU,2022-09-15 05:01:07,64.2956,41.9211,48.02,87,100,5.99
335,Pevek,RU,2022-09-15 04:51:19,69.7008,170.3133,37.09,82,100,7.09
336,Kochubey,RU,2022-09-15 05:01:08,44.3861,46.5825,66.7,52,84,8.88
337,Muros,ES,2022-09-15 05:01:08,42.7762,-9.0603,66.09,90,98,5.61
338,Kuala Terengganu,MY,2022-09-15 05:01:09,5.3302,103.1408,86.63,60,100,3.87
339,Taoudenni,ML,2022-09-15 05:01:10,22.6783,-3.9836,91.06,9,0,5.39
340,Kuusamo,FI,2022-09-15 05:01:10,65.9667,29.1833,46.44,100,100,9.22
341,Timon,BR,2022-09-15 04:57:25,-5.0942,-42.8367,78.58,78,0,9.22
342,Tautira,PF,2022-09-15 05:01:11,-17.7333,-149.15,76.33,76,53,24.76
343,Ivybridge,GB,2022-09-15 05:01:11,50.3904,-3.9191,56.91,90,73,6.53
344,Coracora,PE,2022-09-15 05:01:12,-15.0333,-73.7833,43.79,19,10,3.06
345,Manali,IN,2022-09-15 05:01:12,13.1667,80.2667,86.09,61,100,10.38
346,Panaba,MX,2022-09-15 05:01:13,21.2833,-88.2667,75.85,93,95,6.29
347,Lumeje,AO,2022-09-15 05:01:13,-11.55,20.7833,63.84,37,96,4.09
348,Virden,US,2022-09-15 05:00:42,39.5009,-89.7679,62.06,86,52,7.74
349,Mugur-Aksy,RU,2022-09-15 05:01:14,50.35,90.5,41.23,72,100,5.48
350,Oranjestad,AW,2022-09-15 04:57:19,12.524,-70.027,84.15,79,20,17.27
351,Boysun,UZ,2022-09-15 05:01:14,38.2061,67.1986,75.96,19,0,5.46
352,Port Blair,IN,2022-09-15 05:01:15,11.6667,92.75,84.24,79,75,9.22
353,Tomatlan,MX,2022-09-15 05:01:15,19.9333,-105.25,75.13,98,100,4.83
354,Alice Springs,AU,2022-09-15 05:01:16,-23.7,133.8833,81.95,20,1,13.8
355,Codrington,AU,2022-09-15 05:01:17,-38.2667,141.9667,62.26,61,1,14.47
356,Dalvik,IS,2022-09-15 05:01:17,65.9702,-18.5286,40.51,77,11,0.63
357,Dunedin,NZ,2022-09-15 05:01:17,-45.8742,170.5036,55.8,48,72,8.99
358,Vanimo,PG,2022-09-15 05:01:19,-2.6741,141.3028,86.13,64,34,10.25
359,Gobabis,NA,2022-09-15 05:01:19,-22.45,18.9667,60.22,40,46,18.03
360,Smithers,CA,2022-09-15 05:01:20,54.7804,-127.1743,53.02,76,96,3.06
361,Caravelas,BR,2022-09-15 05:01:20,-17.7125,-39.2481,72.18,92,16,7.63
362,Lazarev,RU,2022-09-15 05:01:20,52.225,141.5131,56.23,46,6,23.6
363,Artigas,UY,2022-09-15 05:01:21,-30.4,-56.4667,48.6,88,0,8.32
364,Kirovsk,UA,2022-09-15 05:01:21,48.6375,38.6428,59.47,73,93,14.18
365,Huilong,CN,2022-09-15 05:01:22,31.8111,121.655,77.94,90,100,19.37
366,Arawa,PG,2022-09-15 05:01:22,-6.2132,155.5367,79.41,89,92,4.09
367,Ostrov,RU,2022-09-15 05:01:23,57.3439,28.3537,53.33,94,78,8.14
368,Pasni,PK,2022-09-15 05:02:23,25.2631,63.471,81.63,82,0,11.92
369,Palamos,ES,2022-09-15 05:02:23,41.8484,3.1291,70.38,82,14,1.01
370,Inongo,CD,2022-09-15 05:02:17,-1.95,18.2667,68.59,95,100,6.93
371,Urucara,BR,2022-09-15 05:02:24,-2.5364,-57.76,77.11,55,10,1.5
372,Viedma,AR,2022-09-15 05:00:31,-40.8135,-62.9967,58.96,33,96,15.23
373,Wanning,CN,2022-09-15 05:02:25,18.8003,110.3967,87.44,68,8,4.99
374,Juneau,US,2022-09-15 05:01:18,58.3019,-134.4197,52.21,98,100,4.23
375,Vila Velha,BR,2022-09-15 05:02:25,-20.3297,-40.2925,70.95,83,36,5.01
376,Tekirdag,TR,2022-09-15 05:00:20,40.978,27.5085,61.95,52,13,6.22
377,Hokitika,NZ,2022-09-15 05:02:26,-42.7167,170.9667,49.23,65,67,6.67
378,Marzuq,YE,2022-09-15 05:02:26,14.4,46.4667,81.81,48,88,5.77
379,Nerchinskiy Zavod,RU,2022-09-15 04:59:10,51.3088,119.61,68.23,43,93,4.68
380,Portland,US,2022-09-15 04:57:55,45.5234,-122.6762,67.48,73,57,3.0
381,Asau,RO,2022-09-15 05:02:27,46.4333,26.4,61.72,64,80,12.59
382,Swellendam,ZA,2022-09-15 05:02:28,-34.0226,20.4417,53.37,71,44,2.68
383,Severo-Kurilsk,RU,2022-09-15 05:02:28,50.6789,156.125,52.72,70,6,11.9
384,Likasi,CD,2022-09-15 05:02:29,-10.9814,26.7333,61.21,57,100,4.74
385,Cidreira,BR,2022-09-15 05:02:29,-30.1811,-50.2056,57.72,93,33,1.32
386,Morro Bay,US,2022-09-15 05:02:30,35.3658,-120.8499,63.46,85,0,6.55
387,Barahan,PH,2022-09-15 05:02:30,13.0121,120.762,77.61,94,100,7.27
388,Pacific Grove,US,2022-09-15 04:58:27,36.6177,-121.9166,64.24,89,0,1.01
389,Nambiyur,IN,2022-09-15 05:02:30,11.3667,77.3333,83.79,53,76,3.22
390,Ribeira Grande,PT,2022-09-15 05:02:31,38.5167,-28.7,74.14,86,100,22.55
391,Les Cayes,HT,2022-09-15 05:02:31,18.2,-73.75,78.13,81,59,4.14
392,Xiaoshi,CN,2022-09-15 05:02:32,41.2971,124.1209,61.14,99,100,1.97
393,Yulara,AU,2022-09-15 05:02:32,-25.2406,130.9889,77.04,12,1,12.06
394,Pozo Colorado,PY,2022-09-15 05:02:33,-23.4923,-58.7972,58.84,55,98,5.48
395,Grand-Bourg,GP,2022-09-15 05:02:33,15.8835,-61.3148,78.75,80,62,15.3
396,Norton,ZW,2022-09-15 04:58:38,-17.8833,30.7,55.83,60,0,6.51
397,Maniitsoq,GL,2022-09-15 05:02:34,65.4167,-52.9,41.85,97,100,15.39
398,Tefe,BR,2022-09-15 05:02:34,-3.3542,-64.7114,75.85,74,65,1.7
399,Manuk Mangkaw,PH,2022-09-15 05:02:35,4.8,119.85,84.27,72,100,12.66
400,Lata,PT,2022-09-15 05:02:35,40.1629,-8.3327,65.07,97,87,3.69
401,Port-Gentil,GA,2022-09-15 05:02:35,-0.7193,8.7815,76.96,88,75,10.36
402,Jumla,NP,2022-09-15 05:02:36,29.2747,82.1838,61.81,92,100,2.28
403,Sun Valley,US,2022-09-15 05:02:36,39.5963,-119.776,66.24,41,75,14.97
404,Havoysund,NO,2022-09-15 05:02:37,70.9963,24.6622,44.83,81,100,23.53
405,Makat,KZ,2022-09-15 05:02:37,47.6469,53.3463,69.01,40,21,18.21
406,Antalaha,MG,2022-09-15 05:02:38,-14.9003,50.2788,73.33,64,59,11.48
407,Le Locle,CH,2022-09-15 05:02:38,47.0595,6.7523,56.35,100,75,1.14
408,Bandarbeyla,SO,2022-09-15 05:02:38,9.4942,50.8122,83.25,62,80,26.55
409,Aktash,RU,2022-09-15 05:02:39,50.3,87.7333,31.87,89,100,6.24
410,Vardo,NO,2022-09-15 05:02:39,70.3705,31.1107,42.78,87,100,23.02
411,Bilma,NE,2022-09-15 05:02:40,18.6853,12.9164,88.68,18,4,4.21
412,San Rafael,AR,2022-09-15 05:02:40,-34.6177,-68.3301,57.54,22,24,8.41
413,Puerto Madryn,AR,2022-09-15 05:02:40,-42.7692,-65.0385,63.55,43,94,12.26
414,Tateyama,JP,2022-09-15 05:02:41,34.9833,139.8667,75.47,66,98,12.75
415,Berlevag,NO,2022-09-15 05:02:41,70.8578,29.0864,44.6,70,100,21.85
416,Moyale,KE,2022-09-15 05:02:20,3.5167,39.0584,64.67,75,91,15.08
417,Sambava,MG,2022-09-15 05:03:42,-14.2667,50.1667,72.07,65,93,13.53
418,Kijang,KR,2022-09-15 05:03:42,35.2442,129.2139,76.24,74,93,18.16
419,Defiance,US,2022-09-15 05:01:33,41.3334,-84.45,64.42,85,0,6.26
420,Nevesinje,BA,2022-09-15 05:03:43,43.2586,18.1133,58.75,62,99,5.55
421,Calama,CL,2022-09-15 05:03:43,-22.4667,-68.9333,48.0,9,0,7.31
422,Balikpapan,ID,2022-09-15 05:00:20,-1.2675,116.8289,83.39,84,20,8.05
423,Xinqing,CN,2022-09-15 05:03:44,48.2333,129.5,72.91,50,100,3.96
424,Shablykino,RU,2022-09-15 05:03:44,52.8566,35.1964,50.18,95,98,6.64
425,Ancud,CL,2022-09-15 05:03:45,-41.8697,-73.8203,54.23,93,100,22.79
426,Banjar,ID,2022-09-15 05:03:45,-8.19,114.9675,87.73,60,77,2.46
427,Tiffin,US,2022-09-15 05:03:45,41.1145,-83.178,67.35,85,6,4.38
428,Somerset,US,2022-09-15 05:03:46,40.5668,-74.5496,72.88,87,0,0.0
429,Balasheyka,RU,2022-09-15 05:03:46,53.2841,48.0851,52.5,96,100,6.2
430,Raga,SS,2022-09-15 05:03:46,8.4596,25.678,69.69,97,58,3.27
431,Soyo,AO,2022-09-15 05:03:47,-6.1349,12.3689,72.86,88,92,5.41
432,Khatanga,RU,2022-09-15 05:03:47,71.9667,102.5,36.82,80,100,12.39
433,Adrar,MR,2022-09-15 05:03:48,20.5022,-10.0711,89.4,22,21,13.27
434,Launceston,AU,2022-09-15 05:03:48,-41.45,147.1667,57.15,83,75,4.61
435,Lucapa,AO,2022-09-15 05:03:48,-8.4192,20.7447,64.45,89,81,1.19
436,Zhanaozen,KZ,2022-09-15 05:03:49,43.3,52.8,68.13,58,95,20.29
437,The Pas,CA,2022-09-15 05:03:49,53.8251,-101.2541,43.7,94,71,4.59
438,Lensk,RU,2022-09-15 05:03:50,60.7253,114.9278,51.87,49,98,7.18
439,Srednekolymsk,RU,2022-09-15 05:03:50,67.45,153.6833,46.09,44,41,10.71
440,Burnie,AU,2022-09-15 05:03:50,-41.0667,145.9167,54.91,92,100,10.42
441,Hambantota,LK,2022-09-15 04:59:07,6.1241,81.1185,86.34,70,75,11.5
442,Pula,HR,2022-09-15 05:03:51,44.8683,13.8481,72.16,83,40,3.44
443,Manzil Salim,TN,2022-09-15 05:03:51,35.8567,8.4765,80.15,35,19,7.02
444,Ulladulla,AU,2022-09-15 05:03:52,-35.35,150.4667,61.77,72,99,6.33
445,Krasnoborsk,RU,2022-09-15 05:03:52,61.5598,45.934,50.4,93,100,9.1
446,Itoman,JP,2022-09-15 05:03:36,26.1247,127.6694,87.82,74,75,14.97
447,Macae,BR,2022-09-15 04:59:02,-22.3708,-41.7869,71.35,83,100,2.3
448,Mmabatho,ZA,2022-09-15 05:03:53,-25.85,25.6333,53.47,80,0,12.44
449,Omsukchan,RU,2022-09-15 05:03:53,62.5333,155.8,42.93,53,21,6.06
450,Boqueirao,BR,2022-09-15 05:03:54,-7.5,-36.1333,66.79,96,64,6.11
451,El Alto,PE,2022-09-15 05:03:54,-4.2714,-81.2147,62.13,85,92,13.38
452,Ankang,CN,2022-09-15 05:03:55,32.68,109.0172,68.95,85,99,2.73
453,Mindelo,CV,2022-09-15 05:03:55,16.8901,-24.9804,77.85,91,86,11.83
454,Santa Maria,BR,2022-09-15 05:01:43,-29.6842,-53.8069,49.75,98,18,4.92
455,Matara,LK,2022-09-15 05:03:56,5.9485,80.5353,84.69,66,28,10.25
456,Omboue,GA,2022-09-15 05:03:56,-1.5746,9.2618,75.36,85,98,5.32
457,Price,US,2022-09-15 05:03:56,39.5994,-110.8107,57.11,94,100,4.61
458,Zhengjiatun,CN,2022-09-15 05:03:57,43.5064,123.5064,60.67,93,100,6.2
459,Dingle,PH,2022-09-15 05:03:57,10.9995,122.6711,84.85,73,87,14.14
460,San Quintin,MX,2022-09-15 05:03:58,30.4833,-115.95,67.66,85,46,15.05
461,Panama City,PA,2022-09-15 05:03:58,8.9936,-79.5197,77.16,87,100,2.44
462,Mpongwe,ZM,2022-09-15 05:03:58,-13.5091,28.155,62.67,53,51,8.63
463,Kawalu,ID,2022-09-15 05:03:59,-7.3817,108.2082,79.23,76,83,5.88
464,Homer,US,2022-09-15 05:02:08,59.6425,-151.5483,52.81,83,28,1.99
465,Canutama,BR,2022-09-15 05:04:59,-6.5339,-64.3831,81.0,53,98,1.59
466,Zhigansk,RU,2022-09-15 05:05:00,66.7697,123.3711,36.97,86,100,13.89
467,Gigmoto,PH,2022-09-15 05:05:00,13.7796,124.39,86.38,71,85,7.38
468,Katobu,ID,2022-09-15 05:05:01,-4.9408,122.5276,78.03,74,100,3.04
469,Seydi,TM,2022-09-15 05:05:01,39.4816,62.9137,79.81,13,0,4.76
470,Sorong,ID,2022-09-15 05:05:01,-0.8833,131.25,83.5,71,57,6.64
471,Nassau,US,2022-09-15 05:03:12,40.7507,-73.5829,73.87,70,40,6.91
472,Pemberton,CA,2022-09-15 05:05:02,50.3164,-122.8027,63.73,93,96,3.8
473,Viisoara,RO,2022-09-15 05:05:02,46.55,23.9167,56.8,62,85,8.25
474,Sernur,RU,2022-09-15 05:02:25,56.9333,49.1536,50.65,72,100,12.39
475,Kloulklubed,PW,2022-09-15 05:05:03,7.0419,134.2556,88.3,73,99,9.62
476,Sioux Lookout,CA,2022-09-15 05:05:04,50.1001,-91.917,51.3,54,100,7.99
477,Makarov,RU,2022-09-15 05:05:04,48.6333,142.8,64.29,57,48,4.47
478,Axim,GH,2022-09-15 05:05:05,4.8699,-2.2405,74.66,90,96,6.82
479,Kenai,US,2022-09-15 05:05:06,60.5544,-151.2583,51.1,88,0,12.66
480,Sabha,LY,2022-09-15 05:05:06,27.0377,14.4283,75.81,38,0,8.52
481,Mimongo,GA,2022-09-15 05:05:07,-1.6195,11.6068,71.55,87,98,2.59
482,Skelleftea,SE,2022-09-15 05:05:07,64.7507,20.9528,52.16,100,100,10.36
483,Eyl,SO,2022-09-15 05:02:21,7.9803,49.8164,82.71,62,64,26.11
484,Hede,CN,2022-09-15 05:05:08,33.7681,120.2517,74.25,97,100,23.4
485,Porangatu,BR,2022-09-15 05:05:08,-13.4408,-49.1486,79.23,29,1,1.63
486,Kavaratti,IN,2022-09-15 05:05:08,10.5669,72.642,80.76,76,99,11.61
487,Kumluca,TR,2022-09-15 05:05:09,36.3703,30.2869,79.95,44,0,2.13
488,Guarapari,BR,2022-09-15 05:05:09,-20.6667,-40.4975,70.9,89,34,9.06
489,Ribas Do Rio Pardo,BR,2022-09-15 05:05:10,-20.4431,-53.7592,64.9,94,99,5.17
490,Yerbogachen,RU,2022-09-15 05:05:10,61.2767,108.0108,49.59,64,73,8.3
491,Hasaki,JP,2022-09-15 05:05:11,35.7333,140.8333,77.4,61,82,10.02
492,Ambanja,MG,2022-09-15 05:05:11,-13.6833,48.45,74.37,55,99,3.74
493,Valparaiso,CL,2022-09-15 05:02:06,-33.0393,-71.6273,57.0,100,19,8.01
494,Coronado,US,2022-09-15 05:05:12,32.6859,-117.1831,70.63,84,75,4.61
495,Upernavik,GL,2022-09-15 05:05:12,72.7868,-56.1549,39.78,94,100,5.97
496,Egvekinot,RU,2022-09-15 05:05:13,66.3167,-179.1667,35.02,94,100,15.1
497,Tuatapere,NZ,2022-09-15 05:05:13,-46.1333,167.6833,47.68,76,93,14.7
498,Molepolole,BW,2022-09-15 05:05:13,-24.4066,25.4951,53.35,80,0,6.89
499,Dandong,CN,2022-09-15 05:05:14,40.1292,124.3947,67.35,89,100,4.65
500,Comodoro Rivadavia,AR,2022-09-15 05:05:14,-45.8667,-67.5,49.86,66,0,8.05
501,Seoul,KR,2022-09-15 05:04:45,37.5683,126.9778,85.39,48,100,8.95
502,Pimentel,PE,2022-09-15 05:05:15,-6.8367,-79.9342,62.15,87,55,9.37
503,Ban Tak,TH,2022-09-15 05:05:15,17.0432,99.0813,92.21,61,77,3.53
504,Andros Town,BS,2022-09-15 05:05:16,24.7,-77.7667,75.16,71,100,8.55
505,Banda Aceh,ID,2022-09-15 05:05:16,5.5577,95.3222,83.53,70,98,5.86
506,San Carlos De Bariloche,AR,2022-09-15 05:01:51,-41.1456,-71.3082,48.02,73,100,7.52
507,San Cristobal,VE,2022-09-15 05:01:45,7.7669,-72.225,64.85,94,44,1.61
508,Kipushi,CD,2022-09-15 05:05:17,-11.7667,27.2333,60.87,57,89,6.67
509,Itaituba,BR,2022-09-15 05:05:18,-4.2761,-55.9836,77.88,59,88,1.1
510,Thanh Hoa,VN,2022-09-15 05:05:18,19.8,105.7667,90.9,60,8,4.74
511,Bambanglipuro,ID,2022-09-15 05:06:18,-7.95,110.2833,82.08,71,99,16.78
512,Iralaya,HN,2022-09-15 05:06:19,15.0,-83.2333,80.24,83,35,9.91
513,Kut Chap,TH,2022-09-15 05:06:19,17.4257,102.5669,83.86,73,100,3.27
514,Rocha,UY,2022-09-15 05:06:20,-34.4833,-54.3333,45.1,95,0,1.36
515,General Cepeda,MX,2022-09-15 05:06:20,25.3833,-101.45,66.07,67,89,5.86
516,Esmeraldas,BR,2022-09-15 05:06:21,-19.7625,-44.3139,74.26,53,67,9.04
517,Baracoa,CU,2022-09-15 05:06:21,20.3467,-74.4958,79.2,86,86,2.86
518,Sitka,US,2022-09-15 05:03:31,57.0531,-135.33,52.99,90,100,3.96
519,Estelle,US,2022-09-15 05:02:14,29.8458,-90.1067,75.99,73,0,4.61
520,Ilhabela,BR,2022-09-15 05:06:22,-23.7781,-45.3581,64.51,93,99,4.34
521,Dalen,NL,2022-09-15 05:06:23,52.6992,6.7556,57.06,83,100,5.01
522,Hobyo,SO,2022-09-15 05:06:23,5.3505,48.5268,78.58,79,82,20.69
523,Cherskiy,RU,2022-09-15 05:06:23,68.75,161.3,38.75,72,83,12.55
524,Karratha,AU,2022-09-15 05:02:45,-20.7377,116.8463,85.26,23,0,13.04
525,San Juan,AR,2022-09-15 05:06:24,-31.5375,-68.5364,61.5,22,4,12.62
526,Shitanjing,CN,2022-09-15 05:06:24,39.2342,106.3439,70.48,49,11,10.56
527,Lar,IN,2022-09-15 05:06:25,26.2039,83.9717,84.76,76,98,8.25
528,Youkounkoun,GN,2022-09-15 05:06:25,12.5333,-13.1333,72.97,98,88,3.69
529,Bubaque,GW,2022-09-15 05:06:26,11.2833,-15.8333,78.24,86,100,10.65
530,Dafeng,CN,2022-09-15 05:06:26,23.4517,108.5881,90.28,55,78,2.53
531,Maldonado,UY,2022-09-15 05:06:26,-34.6667,-54.9167,49.39,91,0,4.18
532,Villamontes,BO,2022-09-15 05:06:27,-21.25,-63.5,57.9,37,9,4.99
533,Volchikha,RU,2022-09-15 05:06:27,52.0333,80.3833,55.8,34,10,10.22
534,Vaasa,FI,2022-09-15 05:06:28,63.096,21.6158,51.82,93,75,9.22
535,Nara,JP,2022-09-15 05:02:03,34.6851,135.8049,92.52,53,100,7.78
536,Tulun,RU,2022-09-15 05:06:28,54.5611,100.5792,47.84,78,100,5.79
537,Whitehorse,CA,2022-09-15 05:06:28,60.7161,-135.0538,50.31,59,99,11.99
538,Araouane,ML,2022-09-15 05:06:29,18.9048,-3.5265,93.78,27,50,7.58
539,Akyab,MM,2022-09-15 05:06:29,20.15,92.9,83.39,73,20,5.66
540,Fort Nelson,CA,2022-09-15 05:06:30,58.8053,-122.7002,53.35,56,98,1.45
541,Aswan,EG,2022-09-15 05:06:30,24.0934,32.907,83.21,29,11,14.94
542,Tchaourou,BJ,2022-09-15 05:06:31,8.8865,2.5975,70.66,99,100,3.87
543,Yar-Sale,RU,2022-09-15 05:06:31,66.8333,70.8333,53.19,66,84,22.01
544,Khani,GE,2022-09-15 05:06:31,41.9563,42.9566,53.17,68,21,2.01
545,Honningsvag,NO,2022-09-15 05:06:32,70.9821,25.9704,44.35,70,75,18.41
546,Caconda,AO,2022-09-15 05:06:32,-13.7333,15.0667,61.03,47,57,3.6
547,Surt,LY,2022-09-15 05:06:33,31.2089,16.5887,74.07,67,0,9.01
548,Kinango,KE,2022-09-15 05:06:33,-4.1372,39.3153,72.88,82,35,8.52
549,Ryotsu,JP,2022-09-15 05:06:33,38.0833,138.4333,76.53,69,100,2.77
550,La Rioja,ES,2022-09-15 05:06:34,42.25,-2.5,56.98,71,80,4.18
551,Cairns,AU,2022-09-15 05:06:34,-16.9167,145.7667,88.07,61,20,12.66
552,Bagamoyo,TZ,2022-09-15 05:06:35,-6.4333,38.9,74.46,77,95,6.73
